,CONGLOME,VIVIENDA,ID,P336,P337,P338,P339,P340,P341,P342,P343,P344,P345_TIEMPO,P345_MESES,P345_DIAS,P346,P347,P348,P349,P350,P351,P352
242,7605,104,4.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Meses,2.0,,2.0,,,,,,
243,7606,7,7.0,2,,,,,,,,,Meses,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,2.0
244,7615,43,5.0,2,,,,,,,,,Meses,4.0,,2.0,,,,,,
245,7615,87,4.0,2,,,,,,,,,Dias,,22.0,2.0,,,,,,
246,7621,16,11.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
247,7622,92,10.0,2,,,,,,,,,Meses,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0
248,7623,85,7.0,2,,,,,,,,,Dias,,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
249,7628,156,3.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
250,7630,81,8.0,2,,,,,,,,,Dias,,14.0,2.0,,,,,,
251,7647,97,99.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
252,7650,65,7.0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,Meses,11.0,,2.0,,,,,,
253,7692,7,4.0,1,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,Meses,3.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0
254,7703,55,7.0,2,,,,,,,,,Dias,,30.0,2.0,,,,,,
255,7745,107,9.0,2,,,,,,,,,Meses,6.0,,2.0,,,,,,
256,7798,68,5.0,2,,,,,,,,,Dias,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
257,7812,61,8.0,2,,,,,,,,,Meses,4.0,,2.0,,,,,,
258,7818,44,5.0,2,,,,,,,,,Meses,6.0,,2.0,,,,,,
259,7888,80,4.0,2,,,,,,,,,Dias,,1.0,2.0,,,,,,
260,7898,190,4.0,2,,,,,,,,,Meses,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,
261,7921,50,5.0,2,,,,,,,,,Dias,,55.0,2.0,,,,,,
262,7921,103,5.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
263,7943,23,6.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
264,7943,58,6.0,2,,,,,,,,,Meses,8.0,,2.0,,,,,,
265,7960,80,4.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Meses,9.0,,2.0,,,,,,
266,7962,12,99.0,2,,,,,,,,,Dias,,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
267,7977,31,6.0,2,,,,,,,,,Meses,11.0,,2.0,,,,,,
268,7992,38,8.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
269,7992,101,99.0,2,,,,,,,,,Dias,,4.0,2.0,,,,,,
270,7992,132,7.0,2,,,,,,,,,Dias,,3.0,2.0,,,,,,
271,8013,39,7.0,2,,,,,,,,,Meses,7.0,,2.0,,,,,,
272,8013,74,5.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,Meses,2.0,,2.0,,,,,,
273,8034,114,7.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
274,8055,181,99.0,2,,,,,,,,,Meses,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0
275,8110,83,5.0,2,,,,,,,,,Dias,,62.0,2.0,,,,,,
276,8120,26,7.0,2,,,,,,,,,Dias,,27.0,2.0,,,,,,
277,8131,93,5.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
278,8131,94,3.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
279,8188,47,4.0,2,,,,,,,,,Dias,,69.0,2.0,,,,,,
280,8188,96,4.0,2,,,,,,,,,Dias,,9.0,2.0,,,,,,
281,8188,128,9.0,2,,,,,,,,,Dias,,52.0,2.0,,,,,,
282,8201,157,3.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
283,8201,175,6.0,2,,,,,,,,,Meses,3.0,,2.0,,,,,,
284,8217,79,99.0,2,,,,,,,,,Dias,,17.0,2.0,,,,,,
285,8238,122,4.0,2,,,,,,,,,Meses,3.0,,2.0,,,,,,
286,8245,102,6.0,2,,,,,,,,,Dias,,17.0,2.0,,,,,,
287,8281,19,6.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
288,8281,19,9.0,2,,,,,,,,,Meses,3.0,,2.0,,,,,,
289,8281,76,99.0,2,,,,,,,,,Dias,,21.0,2.0,,,,,,
290,8282,73,4.0,2,,,,,,,,,Dias,,13.0,2.0,,,,,,
291,8305,49,7.0,2,,,,,,,,,Meses,3.0,,2.0,,,,,,
292,8305,49,8.0,2,,,,,,,,,Meses,3.0,,2.0,,,,,,
293,8307,39,6.0,2,,,,,,,,,Meses,6.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0
294,8307,39,99.0,2,,,,,,,,,Dias,,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
295,8307,90,5.0,2,,,,,,,,,Dias,,21.0,2.0,,,,,,
296,8307,114,7.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
297,8311,102,9.0,2,,,,,,,,,Meses,10.0,,2.0,,,,,,
298,8311,105,10.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
299,8315,17,3.0,2,,,,,,,,,Dias,,31.0,2.0,,,,,,
300,8315,44,7.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
301,8315,46,5.0,2,,,,,,,,,Dias,,55.0,2.0,,,,,,
302,8315,52,8.0,2,,,,,,,,,Dias,,55.0,2.0,,,,,,
303,8317,3,99.0,2,,,,,,,,,Meses,5.0,,2.0,,,,,,
304,8317,68,7.0,2,,,,,,,,,Meses,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0
305,8317,68,99.0,2,,,,,,,,,Dias,,21.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
306,8318,8,99.0,2,,,,,,,,,Dias,,4.0,2.0,,,,,,
307,8318,100,8.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
308,8318,101,99.0,2,,,,,,,,,Dias,,36.0,2.0,,,,,,
309,8327,64,7.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
310,8327,66,10.0,2,,,,,,,,,Meses,3.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0
311,8327,68,5.0,1,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,Meses,1.0,,2.0,,,,,,
312,8330,15,3.0,2,,,,,,,,,Dias,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
313,8330,15,6.0,2,,,,,,,,,Meses,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0
314,8330,106,7.0,2,,,,,,,,,Meses,7.0,,2.0,,,,,,
315,8332,8,99.0,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,Nunca,,,,,,,,,
316,8335,40,99.0,2,,,,,,,,,Dias,,23.0,2.0,,,,,,
317,8335,42,7.0,2,,,,,,,,,Dias,,10.0,2.0,,,,,,
318,8335,42,8.0,2,,,,,,,,,Dias,,10.0,2.0,,,,,,
319,8335,136,7.0,2,,,,,,,,,Meses,3.0,,2.0,,,,,,
320,8335,137,6.0,2,,,,,,,,,Meses,8.0,,2.0,,,,,,
321,8342,37,7.0,2,,,,,,,,,Dias,,23.0,2.0,,,,,,
322,8368,55,5.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
323,8408,6,6.0,2,,,,,,,,,Dias,,41.0,2.0,,,,,,
324,8440,199,3.0,2,,,,,,,,,Dias,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0
325,8461,34,3.0,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Meses,3.0,,2.0,,,,,,
326,8478,52,4.0,2,,,,,,,,,Meses,7.0,,2.0,,,,,,
327,8485,4,99.0,2,,,,,,,,,Dias,,11.0,2.0,,,,,,
328,8509,61,6.0,2,,,,,,,,,Dias,,7.0,2.0,,,,,,
329,8509,142,5.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
330,8596,102,9.0,2,,,,,,,,,Meses,4.0,,2.0,,,,,,
331,8615,82,6.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
332,8615,93,6.0,2,,,,,,,,,Dias,,43.0,2.0,,,,,,
333,8671,36,99.1,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,Dias,,25.0,2.0,,,,,,
334,8671,36,99.2,2,,,,,,,,,Dias,,3.0,2.0,,,,,,
335,8671,123,6.0,2,,,,,,,,,Dias,,11.0,2.0,,,,,,
336,8676,65,99.0,2,,,,,,,,,Dias,,6.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
337,8676,149,8.0,2,,,,,,,,,Dias,,27.0,2.0,,,,,,
338,8686,27,4.0,2,,,,,,,,,Dias,,2.0,2.0,,,,,,
339,8694,61,5.0,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,Meses,1.0,,2.0,,,,,,
340,8707,82,5.0,2,,,,,,,,,Dias,,8.0,2.0,,,,,,
341,8729,63,99.0,1,6.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,Meses,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0
342,8729,65,4.0,1,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,Meses,1.0,,2.0,,,,,,
343,8729,67,6.0,1,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,Meses,1.0,,2.0,,,,,,
344,8756,64,7.0,2,,,,,,,,,Meses,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0
345,8757,23,5.0,2,,,,,,,,,Dias,,7.0,2.0,,,,,,
346,8757,108,5.0,2,,,,,,,,,Dias,,42.0,2.0,,,,,,
347,8770,114,99.0,2,,,,,,,,,Dias,,25.0,2.0,,,,,,
348,8770,114,3.0,2,,,,,,,,,Dias,,27.0,2.0,,,,,,
349,8770,114,99.0,2,,,,,,,,,Dias,,13.0,2.0,,,,,,
350,8793,47,5.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
351,8811,31,8.0,2,,,,,,,,,Meses,29.0,,1.0,1.0,2.0,2.0,1.0,2.0,2.0
352,8811,31,99.0,2,,,,,,,,,Meses,13.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0
353,8831,57,4.0,2,,,,,,,,,Dias,,2.0,2.0,,,,,,
354,8846,129,4.0,2,,,,,,,,,Meses,6.0,,2.0,,,,,,
355,8852,84,4.0,1,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,Dias,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
356,8857,71,5.0,2,,,,,,,,,Dias,,19.0,2.0,,,,,,
357,8863,3,7.0,1,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,Dias,,7.0,2.0,,,,,,
358,8900,7,99.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Dias,,7.0,2.0,,,,,,
359,8900,95,8.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
360,8913,96,5.0,2,,,,,,,,,Dias,,21.0,2.0,,,,,,
361,8916,135,6.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
362,8918,91,7.0,2,,,,,,,,,Dias,,25.0,2.0,,,,,,
363,8918,218,6.0,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,Meses,2.0,,1.0,2.0,2.0,2.0,1.0,2.0,2.0
364,8918,219,99.0,2,,,,,,,,,Dias,,11.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
365,8918,220,4.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
366,8965,38,4.0,2,,,,,,,,,Meses,23.0,,2.0,,,,,,
367,9024,51,5.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
368,9040,138,99.0,2,,,,,,,,,Dias,,7.0,2.0,,,,,,
369,9049,200,5.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Dias,,21.0,2.0,,,,,,
370,9054,65,7.0,2,,,,,,,,,Dias,,14.0,2.0,,,,,,
371,9054,86,5.0,2,,,,,,,,,Dias,,4.0,2.0,,,,,,
372,9063,17,6.0,1,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,Dias,,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
373,9063,71,6.0,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,Dias,,22.0,2.0,,,,,,
374,9073,40,6.0,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,,Meses,4.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0
375,9073,133,3.0,1,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,Dias,,23.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
376,9168,90,4.0,2,,,,,,,,,Dias,,15.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
377,9173,6,5.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
378,9173,93,5.0,2,,,,,,,,,Meses,1.0,,1.0,2.0,1.0,1.0,2.0,2.0,2.0
379,9179,9,8.0,2,,,,,,,,,Nunca,,,,,,,,,
380,9179,73,9.0,2,,,,,,,,,Meses,13.0,,2.0,,,,,,
381,9184,22,3.0,2,,,,,,,,,Meses,22.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0
382,9184,108,99.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,Meses,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
383,9185,36,4.0,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,Dias,,15.0,2.0,,,,,,
384,9188,31,99.0,2,,,,,,,,,Nunca,,,,,,,,,
385,9188,120,4.0,2,,,,,,,,,Dias,,13.0,2.0,,,,,,
386,9194,71,99.0,2,,,,,,,,,Dias,,21.0,2.0,,,,,,
387,9194,73,5.0,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,Dias,,49.0,2.0,,,,,,
388,9218,15,5.0,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,Dias,,14.0,2.0,,,,,,
389,9232,99,4.0,2,,,,,,,,,Meses,3.0,,2.0,,,,,,
390,9233,32,4.0,2,,,,,,,,,Meses,5.0,,2.0,,,,,,
391,9248,9,99.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
392,9249,39,7.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,Dias,,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
393,9257,105,6.0,2,,,,,,,,,Dias,,20.0,2.0,,,,,,
394,9257,105,7.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
395,9258,55,99.0,1,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,Dias,,5.0,2.0,,,,,,
396,9272,76,5.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Dias,,43.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
397,9274,43,6.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
398,9277,2,4.0,2,,,,,,,,,Meses,6.0,,2.0,,,,,,
399,9286,108,4.0,2,,,,,,,,,Meses,8.0,,2.0,,,,,,
400,9286,114,5.0,2,,,,,,,,,Meses,12.0,,1.0,2.0,2.0,2.0,2.0,1.0,2.0
401,9287,142,99.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,Dias,,4.0,2.0,,,,,,
402,9317,78,4.0,2,,,,,,,,,Meses,3.0,,2.0,,,,,,
403,9337,9,99.0,2,,,,,,,,,Dias,,14.0,2.0,,,,,,
404,9338,58,5.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
405,9342,13,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Dias,,13.0,2.0,,,,,,
406,9342,58,7.0,2,,,,,,,,,Meses,6.0,,2.0,,,,,,
407,9342,127,6.0,2,,,,,,,,,Dias,,24.0,2.0,,,,,,
408,9400,41,6.0,2,,,,,,,,,Dias,,3.0,2.0,,,,,,
409,9400,70,99.0,2,,,,,,,,,Dias,,3.0,2.0,,,,,,
410,9404,31,5.0,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,Dias,,5.0,2.0,,,,,,
411,9445,30,6.0,1,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,Dias,,2.0,2.0,,,,,,
412,9450,83,6.0,2,,,,,,,,,N/S,,,1.0,2.0,1.0,2.0,2.0,1.0,2.0
413,9450,85,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Dias,,32.0,2.0,,,,,,
414,9478,63,6.0,2,,,,,,,,,Dias,,48.0,2.0,,,,,,
415,9507,49,5.0,2,,,,,,,,,Meses,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
416,9508,62,6.0,2,,,,,,,,,Dias,,12.0,2.0,,,,,,
417,9525,84,99.0,2,,,,,,,,,Dias,,4.0,2.0,,,,,,
418,9539,3,99.0,2,,,,,,,,,Dias,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
419,9568,21,4.0,2,,,,,,,,,Meses,3.0,,2.0,,,,,,
420,9601,9,5.0,2,,,,,,,,,Meses,3.0,,2.0,,,,,,
421,9601,10,7.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
422,9601,10,8.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
423,9607,55,4.0,2,,,,,,,,,Dias,,16.0,2.0,,,,,,
424,9607,105,10.0,2,,,,,,,,,Meses,6.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0
425,9638,64,6.0,2,,,,,,,,,Dias,,24.0,2.0,,,,,,
426,9639,33,4.0,2,,,,,,,,,Dias,,2.0,2.0,,,,,,
427,9639,88,99.0,2,,,,,,,,,Dias,,21.0,2.0,,,,,,
428,9650,55,99.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
429,9659,116,5.0,2,,,,,,,,,Meses,3.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0
430,9684,109,6.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
431,9695,97,6.0,2,,,,,,,,,Dias,,15.0,2.0,,,,,,
432,9719,3,5.0,1,5.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,Meses,1.0,,2.0,,,,,,
433,9719,3,99.0,1,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,Dias,,22.0,2.0,,,,,,
434,9719,109,99.0,2,,,,,,,,,Dias,,18.0,2.0,,,,,,
435,9719,170,4.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
436,9720,5,6.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
437,9731,126,5.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,Dias,,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
438,9731,130,3.0,1,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,Meses,1.0,,2.0,,,,,,
439,9735,50,5.0,2,,,,,,,,,Meses,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
440,9736,33,5.0,2,,,,,,,,,Meses,12.0,,2.0,,,,,,
441,9736,33,6.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
442,9736,105,4.0,2,,,,,,,,,Dias,,32.0,2.0,,,,,,
443,9736,105,5.0,2,,,,,,,,,Dias,,32.0,2.0,,,,,,
444,9740,55,99.0,2,,,,,,,,,Nunca,,,,,,,,,
445,9740,56,3.0,2,,,,,,,,,Dias,,5.0,2.0,,,,,,
446,9740,58,99.0,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,Dias,,28.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
447,9740,133,7.0,2,,,,,,,,,N/S,,,2.0,,,,,,
448,9740,135,4.0,2,,,,,,,,,Meses,14.0,,2.0,,,,,,
449,9756,2,5.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
450,9756,3,8.0,2,,,,,,,,,Dias,,14.0,2.0,,,,,,
451,9756,55,10.0,1,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,Dias,,14.0,2.0,,,,,,
452,9770,14,99.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
453,9770,15,6.0,2,,,,,,,,,Meses,3.0,,2.0,,,,,,
454,9770,117,6.0,2,,,,,,,,,Meses,5.0,,1.0,2.0,2.0,1.0,2.0,2.0,2.0
455,9820,4,6.0,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,Meses,4.0,,2.0,,,,,,
456,9820,19,99.0,2,,,,,,,,,Dias,,49.0,2.0,,,,,,
457,9827,29,5.0,2,,,,,,,,,Dias,,13.0,2.0,,,,,,
458,9943,5,99.1,2,,,,,,,,,Meses,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0
459,9943,5,99.2,2,,,,,,,,,Dias,,21.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
460,10012,7,99.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Dias,,6.0,2.0,,,,,,
461,10012,63,7.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,Meses,2.0,,2.0,,,,,,
462,10020,62,7.0,2,,,,,,,,,Nunca,,,,,,,,,
463,10060,52,4.0,1,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,Dias,,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0
464,10060,132,4.0,2,,,,,,,,,Dias,,3.0,2.0,,,,,,
465,10080,11,99.0,2,,,,,,,,,Meses,5.0,,1.0,2.0,1.0,2.0,2.0,1.0,2.0
466,10080,67,3.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,Meses,2.0,,1.0,2.0,2.0,2.0,2.0,1.0,1.0
467,10080,101,5.0,2,,,,,,,,,Dias,,1.0,2.0,,,,,,
468,10111,55,5.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,Meses,2.0,,2.0,,,,,,
469,10122,30,6.0,2,,,,,,,,,Meses,6.0,,2.0,,,,,,
470,10122,44,7.0,2,,,,,,,,,Meses,3.0,,2.0,,,,,,
471,10122,114,9.0,2,,,,,,,,,Dias,,2.0,2.0,,,,,,
472,10122,114,11.0,2,,,,,,,,,Dias,,2.0,2.0,,,,,,
473,10150,1,6.0,2,,,,,,,,,Dias,,12.0,2.0,,,,,,
474,10150,2,6.0,2,,,,,,,,,Meses,1.0,,1.0,2.0,2.0,2.0,2.0,3.0,2.0
475,10150,83,99.0,2,,,,,,,,,Dias,,28.0,2.0,,,,,,
476,10175,113,4.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
477,10176,137,4.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
478,10183,117,99.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
479,10210,45,3.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
480,10245,110,6.0,2,,,,,,,,,Meses,1.0,,2.0,,,,,,
481,10254,157,4.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
482,10262,160,7.0,2,,,,,,,,,Meses,4.0,,2.0,,,,,,
483,10262,161,99.0,2,,,,,,,,,Dias,,2.0,2.0,,,,,,
484,10323,48,7.0,2,,,,,,,,,Dias,,16.0,2.0,,,,,,
485,10327,36,99.0,2,,,,,,,,,Dias,,11.0,2.0,,,,,,
486,10327,90,6.0,1,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Dias,,13.0,2.0,,,,,,
487,10327,91,7.0,2,,,,,,,,,Dias,,52.0,2.0,,,,,,
488,10327,91,99.0,1,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,Dias,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
489,10359,30,5.0,2,,,,,,,,,Dias,,18.0,2.0,,,,,,
490,10359,133,6.0,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Meses,5.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0
491,10359,135,8.0,2,,,,,,,,,Nunca,,,,,,,,,
492,10371,101,3.0,2,,,,,,,,,Meses,3.0,,2.0,,,,,,
493,10380,11,7.0,2,,,,,,,,,Meses,4.0,,2.0,,,,,,
494,10380,55,5.0,2,,,,,,,,,Meses,2.0,,2.0,,,,,,
495,10380,142,14.0,2,,,,,,,,,Meses,5.0,,2.0,,,,,,
